age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
25,Ni se lo que quiero ni se lo que busco jajajaja|Rara según a quien le preguntes,['NotSpecified'],,,,['Woman'],|Better in person|Occasionally|Non-smoker|Dog,|Walking|Travel|Movies|Music|Outdoors,8,2,-3.684574,40.415211,3602085454066091802,"['Better in person', 'Occasionally', 'Non-smoker', 'Dog']","['Walking', 'Travel', 'Movies', 'Music', 'Outdoors']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,Tengo 21 años |,['NotSpecified'],,,,['NotSpecified'],|Sagittarius|Better in person|Sober|Socially active|Occasionally|Non-smoker|Pet-free,|Foodie|Instagram|Travel|Photography,11,2,-3.684574,40.415211,-3812259805219640628,"['Sagittarius', 'Better in person', 'Sober', 'Socially active', 'Occasionally', 'Non-smoker', 'Pet-free']","['Foodie', 'Instagram', 'Travel', 'Photography']",9c0b49fee9df59f32d49294767595776140edf0eac2795cb4cb7c37f67db8a07
20,Al Insta mejor:  💖,['NotSpecified'],Grado Medio Estetica Y Belleza,MIDDLE OF THE NHT,Elley Duhé,['Woman'],|Virgo|B time texter|Non-smoker|All the drinks|Pet-free|Influencer status|Gym rat,|Fashion|Grab a drink|Instagram|Photography|Party Animal,11,2,-3.684574,40.415211,4553126572396488203,"['Virgo', 'B time texter', 'Non-smoker', 'All the drinks', 'Pet-free', 'Influencer status', 'Gym rat']","['Fashion', 'Grab a drink', 'Instagram', 'Photography', 'Party Animal']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19,♎ 🧚🏻‍♀️🎭💫🔮🎬🦋📷🌈☕🇵🇪🧿☯️|Artes Escénicas y Comunicación Audiovisual,['NotSpecified'],,jawbreaker,Machine Gun Kelly,['Woman'],|Libra|Better in person,|Museum|Photography|Language Exchange|Coffee|Spirituality,13,2,-3.684574,40.415211,-5379741071921034228,"['Libra', 'Better in person']","['Museum', 'Photography', 'Language Exchange', 'Coffee', 'Spirituality']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
18,𝚏𝚘𝚕𝚕𝚘𝚠 𝚝𝚑𝚎 𝚠𝚑𝚒𝚝𝚎 𝚛𝚊𝚋𝚋𝚒𝚝...||busco intelencia; extravagancia y arte.||techno; rock; metal; darkwave; trip-hop; experimental..🖤||  🐇,['NotSpecified'],,A History of Bad Men,Melvins,['NotSpecified'],,|Fashion|Art|Music|Writer|Reading,12,2,-3.684574,40.415211,-7063962946521381031,[],"['Fashion', 'Art', 'Music', 'Writer', 'Reading']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,Simplemente conocer; no tengo ningún interés romántico 🛸 1;70😛,['NotSpecified'],,Miss me,RealestK,['NotSpecified'],|Aquarius|Bad texter|Omnivore|Occasionally|Non-smoker|Cocktails|Dog,|Tea|Travel|Outdoors|Shopping|Fashion,11,2,-3.684574,40.415211,5751122671739136896,"['Aquarius', 'Bad texter', 'Omnivore', 'Occasionally', 'Non-smoker', 'Cocktails', 'Dog']","['Tea', 'Travel', 'Outdoors', 'Shopping', 'Fashion']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
,☕ Cansada de besar sapos.Coldplay .Keane.Red Hot Chilli Peppers .Artic Monkeys .Black keys.Phoenix.Arcade Fire .Obsesionada con el medioevo  : Mayra.henriquez3,['NotSpecified'],,X&Y,Coldplay,['NotSpecified'],,|Language Exchange|Working out|Reading|Writer|Spirituality,15,2,-3.684574,40.415211,-4426590449248049027,[],"['Language Exchange', 'Working out', 'Reading', 'Writer', 'Spirituality']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
18,k cutre,['NotSpecified'],,,,['NotSpecified'],|Sagittarius|Smoker,,8,2,-3.684574,40.415211,-7296945046448453602,"['Sagittarius', 'Smoker']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,La música es mi pasión y el encontrar a gente guay lo que busco. |Me encanta hablar de cualquier cosa,['NotSpecified'],Universidad Autónoma de Madrid,,,['NotSpecified'],|Cancer|Better in person|Non-smoker|Sober|Dog|In College,|Movies|Musician|Picnicking|Music|Netflix,14,2,-3.684574,40.415211,1873878810152167495,"['Cancer', 'Better in person', 'Non-smoker', 'Sober', 'Dog', 'In College']","['Movies', 'Musician', 'Picnicking', 'Music', 'Netflix']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,de estados unidos|me gusta la música rock y me gusta escalar rocas 🪨🪨🪨,['Barista'],Concordia College at Moorhead,Anytime,Journey,['NotSpecified'],,|Climbing|Grab a drink|Art|Environmentalism|Coffee,13,2,-3.684574,40.415211,-8993304957519527401,[],"['Climbing', 'Grab a drink', 'Art', 'Environmentalism', 'Coffee']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,|Croquetas |Mamá; quiero ser artista 🎭💃🏻🎤|Solo estoy seria en fotos|Spoiler: te voy a robar sudaderas,['NotSpecified'],Universidad Rey Juan Carlos,THE SCOTTS,THE SCOTTS; Travis Scott; Kid Cudi,['NotSpecified'],|Pisces|B time texter|Cat|Wine,|Travel|Art|Tattoos|Grab a drink|Dancing,11,2,-3.684574,40.415211,-4575287664993165512,"['Pisces', 'B time texter', 'Cat', 'Wine']","['Travel', 'Art', 'Tattoos', 'Grab a drink', 'Dancing']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
23,Hola 🤣|Busco conocer gente de buen rollo que le guste salir o tomar algo,['NotSpecified'],master D,,,['NotSpecified'],|Sagittarius|Pet-free|Smoker,|Grab a drink|Movies|Netflix|Party Animal|Dancing,1,2,-3.684574,40.415211,-2256704878151385199,"['Sagittarius', 'Pet-free', 'Smoker']","['Grab a drink', 'Movies', 'Netflix', 'Party Animal', 'Dancing']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
20,Si eres el de la última foto; adelante; háblame; no seas tímido 😌,['NotSpecified'],,Kiss Me More (feat. SZA),Doja Cat; SZA,['Woman'],|Cat|Virgo,|Coffee|Gamer|Cat lover,12,2,-3.684574,40.415211,4418116616257534919,"['Cat', 'Virgo']","['Coffee', 'Gamer', 'Cat lover']",8206299e7d15db1d75e8c44c5f48523d4f88f0513b6adcc1e959022ba3525271
22,Soy italiana y estudio en españa.||Lo que más me interesa es pasarlo bien disfrutando del momento siempre. ||Mis amos actualmente me definen ‘Hippy’: dejo siempre que las cosas fluyen y fuera la negatividad!!||Quieres poner una canción española cuando estas conmo? Bueno; empieza con Morat.||Pregunta:|Cual es tu cerveza favorita?,['Estudiante'],University of Castilla-La Mancha Universidad de Castilla-La Mancha,Besos En Guerra,Morat; Juanes,['NotSpecified'],|Leo|Better in person|Socially active|Occasionally|Beer|Dog|In College|Smoker,|Travel|Movies|Coffee|Karaoke|Dancing,13,2,-3.684574,40.415211,1428951688176591287,"['Leo', 'Better in person', 'Socially active', 'Occasionally', 'Beer', 'Dog', 'In College', 'Smoker']","['Travel', 'Movies', 'Coffee', 'Karaoke', 'Dancing']",787d26094442e02200055dc8f0aec927c839d3b9817a204ee07003ebbc8ba014
24,Descubrir sitios nuevos; planes de chill y alguna que otra cerveza.,['NotSpecified'],Universidad Autónoma de Madrid,MAFIOSA,Nathy Peluso,['Woman'],|Non-smoker,|Comedy|Brunch|Musician|Baking|Working out,14,2,-3.684574,40.415211,-7203981643610752037,['Non-smoker'],"['Comedy', 'Brunch', 'Musician', 'Baking', 'Working out']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
22,Chilena viviendo en Madrid ✌🏽✌🏽 si; soy bajita jaja|Mi piace molto🇮🇹|,['NotSpecified'],,Lloras - Remix,Cauty; Lenny Tavárez; Jay Wheeler; Noriel; Alex Rose,['NotSpecified'],|Libra|B time texter|Socially active|Non-smoker|All the drinks|Never,|Walking|Travel|Photography|Grab a drink|Netflix,8,2,-3.684574,40.415211,6289021643841099494,"['Libra', 'B time texter', 'Socially active', 'Non-smoker', 'All the drinks', 'Never']","['Walking', 'Travel', 'Photography', 'Grab a drink', 'Netflix']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23,🧊,['NotSpecified'],,,,['Woman'],,|Foodie|Grab a drink|Parties|Working out|Movies,6,2,-3.684574,40.415211,3425557875676372938,[],"['Foodie', 'Grab a drink', 'Parties', 'Working out', 'Movies']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19,✌🏼,['NotSpecified'],,,,['NotSpecified'],,,5,2,-3.684574,40.415211,-7333025974095203397,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
30,Mexicana viajera 🌵🌎,['NotSpecified'],,,,['NotSpecified'],|Non-smoker|Capricorn|Dog,|Travel|Walking|Movies|Instagram|Shopping,10,2,-3.684574,40.415211,9066314165711506775,"['Non-smoker', 'Capricorn', 'Dog']","['Travel', 'Walking', 'Movies', 'Instagram', 'Shopping']",b745d338f07abe08916b8e6f2c37906fe811ad5852fc3d484c255d74e0ae3202
21,Mejor insta,['NotSpecified'],,,,['Woman'],,|Netflix|Music|Fashion|Grab a drink,7,2,-3.684574,40.415211,5066869748382589096,[],"['Netflix', 'Music', 'Fashion', 'Grab a drink']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
,📍 Madrid ||No sabes leer ok lea un perfil que para eso existen ||Instagram johannabedoya22 ||escorpión 🦂||1.63 cm| Trans 🏳️‍⚧️ ||solo gente interesante por favor|No me gusta la gente que habla mucho y no hace nada odio perder el tiempo y hacerlo perder así que sea claro y directo,['NotSpecified'],Corporación Universitaria de Sabaneta J. Emilio Valderrama,,,['NotSpecified'],|Non-smoker|Scorpio|Dog,|Dancing|Shopping|Netflix|Working out|Travel,11,2,-3.684574,40.415211,1972607571655347043,"['Non-smoker', 'Scorpio', 'Dog']","['Dancing', 'Shopping', 'Netflix', 'Working out', 'Travel']",2d47873c27af3ffc61c5642fbe8a03f67e3fe39466bed28c71f9377fef12918a
26,Venezuela 🇻🇪❤️|📍🇪🇦,['NotSpecified'],,,,['Woman'],|Non-smoker|Scorpio,|Dancing|Craft Beer|Netflix|Travel|Music,7,2,-3.684574,40.415211,-5894135762683515208,"['Non-smoker', 'Scorpio']","['Dancing', 'Craft Beer', 'Netflix', 'Travel', 'Music']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
26,Hey!!!,['NotSpecified'],,,,['NotSpecified'],,|Dog lover|Movies|Netflix|Walking|Travel,5,2,-3.684574,40.415211,3989585842265103433,[],"['Dog lover', 'Movies', 'Netflix', 'Walking', 'Travel']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26,No me gusta que me regalen los oídos; pero me encanta que me hagan reír. |No busco sexo asique si es a lo único que aspiras conmo pasa a la suiente. |Insta- nerea0828 |No acepto a nadie que no conozca pero me puedes mandar mensaje para hablar por allí. ☺️,['NotSpecified'],,Por Ti,3:00 AM,['NotSpecified'],|Libra|Smoker|All the pets|Never,|Dog lover|Cat lover|Instagram|Tattoos|Gamer,8,2,-3.684574,40.415211,5625379489039199506,"['Libra', 'Smoker', 'All the pets', 'Never']","['Dog lover', 'Cat lover', 'Instagram', 'Tattoos', 'Gamer']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24,||🇦🇷🇪🇦,['NotSpecified'],,,,['NotSpecified'],,|Travel|Outdoors|Walking,11,2,-3.684574,40.415211,2873882419653654286,[],"['Travel', 'Outdoors', 'Walking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19,Me encanta el Arte 🤍||  por si te apetece cotillear y mejor para hablar,['NotSpecified'],,Blinding Lhts,The Weeknd,['NotSpecified'],|Virgo|B time texter|Sober|Omnivore|Socially active|Occasionally|Non-smoker|All the pets,|Instagram|Travel|Photography|World Traveler|Fashion,7,2,-3.684574,40.415211,-4364063738167708684,"['Virgo', 'B time texter', 'Sober', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'All the pets']","['Instagram', 'Travel', 'Photography', 'World Traveler', 'Fashion']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,tengo un perro salchicha||puse una foto de mi perro porque solo me habláis pa verle contentos???|,['NotSpecified'],,Llórame - Acústico,Zetazen; J Heras,['NotSpecified'],|B time texter|Sober|Omnivore|Socially active|Occasionally|Non-smoker|Dog,|Disney|Netflix|Dog lover|Picnicking|Outdoors,8,2,-3.684574,40.415211,9047274392800797608,"['B time texter', 'Sober', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Dog']","['Disney', 'Netflix', 'Dog lover', 'Picnicking', 'Outdoors']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
23,Primero : Me encanta cocinar (obvio tambien comer)||Juego bastante en el pc.||Adoro el campo; me he criado en una aldea muy chiquita <3||Y en mi vida he usado estas apps; asi que suerte!||Y si; soy una chica trans 💜,['NotSpecified'],,,,['NotSpecified'],|Cancer|B time texter|Cat|Socially active|Gin|Smoker,|Grab a drink|Spirituality|Singer|Dog lover|Musician,8,2,-3.684574,40.415211,-5601380212689605828,"['Cancer', 'B time texter', 'Cat', 'Socially active', 'Gin', 'Smoker']","['Grab a drink', 'Spirituality', 'Singer', 'Dog lover', 'Musician']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
18,|Háblame por Instagram <3 Puse una edad aleatoria tengo 1 año menos LO SIENTO voy a llorar |SI TE GUSTA ONE PIECE HÁBLAME POR INSTAGRAM POR FAVOR,['NotSpecified'],,Dark Red,Steve Lacy,['Woman'],|Scorpio|B time texter|Sober|Socially active|Occasionally|Non-smoker|Dog|Hh School,|Astrology|Language Exchange|Music|Singer|Gamer,5,2,-3.684574,40.415211,-5901278632561014683,"['Scorpio', 'B time texter', 'Sober', 'Socially active', 'Occasionally', 'Non-smoker', 'Dog', 'Hh School']","['Astrology', 'Language Exchange', 'Music', 'Singer', 'Gamer']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,De paso por las mofas. Sneakers & Hip hop!!,['NotSpecified'],,It Ain't Hard to Tell,Nas,['NotSpecified'],|Non-smoker|Sagittarius,|Travel|Tattoos|Photography|Reading|Music,11,2,-3.684574,40.415211,-6388966172439283815,"['Non-smoker', 'Sagittarius']","['Travel', 'Tattoos', 'Photography', 'Reading', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21,Estoy probando esto recientemente; paciencia 🙌🏻🙂,['NotSpecified'],,happier,Olivia Rodro,['NotSpecified'],|Sagittarius|B time texter|Socially active|Beer|Dog,|Movies|Grab a drink|Cooking,5,2,-3.684574,40.415211,6149612911449385653,"['Sagittarius', 'B time texter', 'Socially active', 'Beer', 'Dog']","['Movies', 'Grab a drink', 'Cooking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22,Estudiante de Medicina. Me gusta el cine; salir a comer y la gente interesante.,['NotSpecified'],Universidad de Alcalá,,,['NotSpecified'],|Omnivore|Socially active|Occasionally|Non-smoker|Beer|All the pets|In College,|Travel|Movies|Grab a drink|Dog lover|Party Animal,13,2,-3.684574,40.415211,2243048787615791658,"['Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Beer', 'All the pets', 'In College']","['Travel', 'Movies', 'Grab a drink', 'Dog lover', 'Party Animal']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20,Nos podemos recomendar productos del mercadona. Luego vienes al que trabajo yo; te cobro y fingimos conocernos por sorpresa para evitar que tinder sea nuestra única historia de amor.||,['Cajera at Mercadona'],Universidad Carlos III de Madrid,Mazas y Catapultas,Kase.O,['NotSpecified'],|Leo|Better in person|Omnivore|Socially active|Non-smoker|Wine|Pet-free|Gym rat,|Fashion|DIY|Art|Working out|Grab a drink,15,2,-3.684574,40.415211,-5450281856364135438,"['Leo', 'Better in person', 'Omnivore', 'Socially active', 'Non-smoker', 'Wine', 'Pet-free', 'Gym rat']","['Fashion', 'DIY', 'Art', 'Working out', 'Grab a drink']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
18,german|,['NotSpecified'],,,,['NotSpecified'],|Sober|Socially active|Non-smoker|Capricorn|In College,,15,2,-3.684574,40.415211,2179186308672222839,"['Sober', 'Socially active', 'Non-smoker', 'Capricorn', 'In College']",[],500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
20,|escorpiona🦂|Peruana en 📍Madrid,['NotSpecified'],,,,['Woman'],|Omnivore|Socially active|Occasionally|Scorpio|Beer|Dog,|Travel|Dog lover|Outdoors|Instagram|Fashion,8,2,-3.684574,40.415211,1552144502981508478,"['Omnivore', 'Socially active', 'Occasionally', 'Scorpio', 'Beer', 'Dog']","['Travel', 'Dog lover', 'Outdoors', 'Instagram', 'Fashion']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
18,Me gusta comer.|,['NotSpecified'],,Piel de Cordero,Quevedo; La Pantera,['NotSpecified'],,,8,2,-3.684574,40.415211,7941385836544666864,[],[],500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
22,I love to have fun and joke around; always down for a good road trip and some fun 🍄🍃 unfortunately; i dont speak spanish :(,['NotSpecified'],Saint Louis University,,,['Woman'],,|Movies|Road Trips|Dog lover|Foodie|Escape Cafe,12,2,-3.684574,40.415211,-7420044125601376830,[],"['Movies', 'Road Trips', 'Dog lover', 'Foodie', 'Escape Cafe']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
19,Tonto el que lo lea (perdón no tengo 3 años lo juro),['NotSpecified'],Universidad Autónoma de Barcelona,Hey There Delilah,Plain White T's,['Woman'],|Occasionally|All the drinks|In College|Pet-free,|Nature|Grab a drink|Foodie|Travel|Art,14,2,-3.684574,40.415211,-6210713000731248452,"['Occasionally', 'All the drinks', 'In College', 'Pet-free']","['Nature', 'Grab a drink', 'Foodie', 'Travel', 'Art']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19,Música en directo y cerves; el mejor planazo|Aquí trabajamos el humor de twitter | ♏️ ❤️💛💜,['Animación Sociocultural y Turística'],IES Barrio de Bilbao,Nebulosa Jade,Rufus T. Firefly,['Woman'],|Scorpio|Beer|Dog,|Camping|Travel|Dog lover|Photography|Music,12,2,-3.684574,40.415211,609457647104321345,"['Scorpio', 'Beer', 'Dog']","['Camping', 'Travel', 'Dog lover', 'Photography', 'Music']",23a4210d85de9994cd8e0034f2f358935e577cfd4c80c40a5f74520c288a1e0f
22,Tranquila; hogareña y familiar,['Dependienta'],Ies Yaiza,Nadie La Controla,Piso 21,['NotSpecified'],|Sagittarius|Phone caller|Socially active|Occasionally|Non-smoker|Wine|Carnivore|Dog|Hh School,|Surfing|Reading|Wine|Movies|Introvert,2,2,-3.684574,40.415211,-354460140524814777,"['Sagittarius', 'Phone caller', 'Socially active', 'Occasionally', 'Non-smoker', 'Wine', 'Carnivore', 'Dog', 'Hh School']","['Surfing', 'Reading', 'Wine', 'Movies', 'Introvert']",b9bc965a1d0c2d41ec98e77b0ce8a8ee330eb11e57440da95642cea130dce21f
22,Busco conocer gente con quien poder conectar; si solo quieres echar un polvo… next,['NotSpecified'],,,,['Woman'],|Capricorn|Better in person|Non-smoker|All the drinks|Carnivore|Dog|Never,|Movies|Grab a drink|Shopping|Dog lover|Netflix,5,2,-3.684574,40.415211,1275060629595565976,"['Capricorn', 'Better in person', 'Non-smoker', 'All the drinks', 'Carnivore', 'Dog', 'Never']","['Movies', 'Grab a drink', 'Shopping', 'Dog lover', 'Netflix']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23,Soy simpática; divertida y risueña. Con ganas de conocer gente nueva :),['NotSpecified'],,,,['Woman'],,|Grab a drink|Instagram|Reading|Tattoos|Shopping,13,2,-3.684574,40.415211,-2160320275639840551,[],"['Grab a drink', 'Instagram', 'Reading', 'Tattoos', 'Shopping']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
18,No sé muy bien que hago aquí; pero quiero conocer gente Pd. Soy tímida :),['NotSpecified'],,Fine Line,Harry Styles,['NotSpecified'],|Capricorn|B time texter|Sober|Omnivore|Socially active|Occasionally|Non-smoker|Dog,|Nature|Writer|Art|Reading|Dog lover,5,2,-3.684574,40.415211,-673273565768508483,"['Capricorn', 'B time texter', 'Sober', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Dog']","['Nature', 'Writer', 'Art', 'Reading', 'Dog lover']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
19,Love all types of art 🎬🎨🎶|||,['Actress'],School of the Arts TAI,She,Harry Styles,['NotSpecified'],|Non-smoker|Aries|Better in person|Sober|In College,|Movies|Baking|Netflix|Dog lover|Cat lover,15,2,-3.684574,40.415211,2824107089084960554,"['Non-smoker', 'Aries', 'Better in person', 'Sober', 'In College']","['Movies', 'Baking', 'Netflix', 'Dog lover', 'Cat lover']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
29,.,['NotSpecified'],,Hallelujah,Pentatonix,['Woman'],|Sober|Occasionally|Non-smoker|Taurus|Bachelors|Carnivore,|Escape Cafe|Reading|Hiking|Road Trips|Board Games,1,2,-3.684574,40.415211,-1990652695328489584,"['Sober', 'Occasionally', 'Non-smoker', 'Taurus', 'Bachelors', 'Carnivore']","['Escape Cafe', 'Reading', 'Hiking', 'Road Trips', 'Board Games']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
